Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,8978,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,948,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente entre membres de la famille,11.58989576532275,39,39,948,1896,1.0,147
2 ÉTAGES ET DEMI - TOUS ÂGES,Résidentiel densité moyenne,60.0,10800,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Deux étages et demi, non aménagé",Bon,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Bon,Moyen,Exposition moyenne,Fini - Salle de jeux,490,Chauffage à gaz (chaudière),Médiocre,Non,Disjoncteurs,0,2,1,Moyen,6,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Moyen,Gravier/Terre,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.001511614739405,92,36,2158,2648,1.5,341
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,60.0,8544,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Duplex,Un étage,Médiocre,En dessous de la moyenne,Pignon,Bardeau composite standard,Stuc,Pierre,Aucune,0.0,Moyen,Moyen,CBlock,Non applicable,Non applicable,Aucune exposition,Non fini,0,Chauffage à gaz,Bon,Non,Fusibles,0,2,2,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.445727410406752,56,56,1040,1040,2.0,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,72.0,10463,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,893,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.3879816172226,1,1,1801,2694,2.5,116
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,65.0,9313,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,864,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.154784614286667,5,5,1728,2592,2.5,243
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60.0,9600,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Bardeaux en bois,Aucune,0.0,Moyen,Bon,BrkTil,Médiocre,Médiocre,Aucune exposition,Non fini,264,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,7,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente anormale,11.790564777297387,97,5,1432,1696,2.0,382
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65.0,6768,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Très bon,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Bon,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Excellent,80,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.863589378812122,47,12,1744,1824,2.5,168
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65.0,8450,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,108.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1349,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,12.095146671399466,7,6,1349,2698,2.0,175
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,70.0,12886,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Niveaux divisés,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,76,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Min2,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.07254696717504,46,10,1908,1984,2.5,402
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,41.0,5395,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,604,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,2,1,Bon,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.100717685412471,15,15,2070,2674,3.0,334
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,8963,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Très bon,Excellent,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,289.0,Excellent,Bon,CBlock,Moyen,Bon,Aucune exposition,Fini - Excellent,487,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,11,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.61087420020211,32,12,3370,3857,4.0,204
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,8795,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,652,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.371591321286905,9,9,2556,3208,2.5,278
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,65.0,11700,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,Mansardé,Bardeau composite standard,Stuc,Stuc,Aucune,0.0,Bon,Moyen,Stone,Moyen,Médiocre,Aucune exposition,Non fini,1240,Chauffage à gaz (chaudière),Moyen,Non,Disjoncteurs,0,4,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,4,Moyen,Gravier/Terre,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.491176396967154,129,6,2640,3880,1.5,567
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,59.0,10593,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,338.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,801,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.469978029554953,14,14,2639,3440,3.0,450
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,50.0,8405,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Médiocre,Pignon,Bardeau composite standard,Bardeaux en bois,Bardeaux en bois,Aucune,0.0,Moyen,Moyen,Slab,Non applicable,Non applicable,Aucune exposition,Non fini,0,Chauffage mural,Moyen,Non,Fusibles,0,4,1,Moyen,9,Mod,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Gravier/Terre,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.49273296168228,64,59,1529,1529,2.0,277
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,55.0,8800,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,576,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,7,Min2,0,Pas de cheminée,Pas de garage,Pas de garage,0,Non applicable,Gravier/Terre,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.477308649967686,100,6,1140,1716,1.0,160
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,7750,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,660,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,11.995357787034976,4,4,1320,1980,2.5,48
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,79.0,9236,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Bon,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,279,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.28765724080691,9,9,2694,2973,3.0,195
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80.0,10240,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,178.0,Bon,Moyen,PConc,Bon,Moyen,Exposition moyenne,Non fini,1030,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Excellent,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.526346537332584,1,1,2098,3128,2.5,244
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,61.0,7930,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Très bon,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,115,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,5,Typ,0,Pas de cheminée,Détaché de la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.957617696467539,40,4,1937,2052,2.0,219
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,34.0,3230,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (bout),Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,894.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,348,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,12.058158312538197,10,10,1852,2200,2.5,24
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,68.0,10769,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,846,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.264346270624157,2,2,1788,2634,2.5,249
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,11616,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pente,Bardeau composite standard,Panneau dur,Panneau dur,Briques communes,328.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,234,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente anormale,11.97603664577121,32,32,1824,2058,2.5,335
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel flottant,24.0,2280,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison de ville (intérieur),Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,360.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Moyenne,195,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,12.097378802727306,9,9,2050,2245,2.5,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,65.0,12257,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,513.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Qualité inférieure,1198,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,9,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Novembre,Acte de garantie - Conventionnel,Vente normale,12.577639650232573,12,12,2651,3849,2.5,320
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,9100,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,252,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Excellent,Pavé,0,450,Octobre,Acte de garantie - Conventionnel,Vente normale,11.755879486687116,50,50,1476,1728,1.0,0
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60.0,6911,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,Brookside,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Exposition moyenne,Fini - Qualité inférieure,740,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Médiocre,5,Min1,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.51293546492023,85,59,1706,2446,1.0,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,72.0,8640,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Exposition moyenne,Fini - Excellent,732,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Juin,"Contrat - 15% acompte, conditions normales",Vente normale,12.279327754099118,1,1,1571,2303,2.5,214
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,82.0,9430,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,673.0,Bon,Moyen,PConc,Bon,Moyen,Exposition moyenne,Fini - Excellent,89,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.727841176689147,10,10,3528,3617,3.5,308
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,30.0,9549,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Veenker,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,Pente,Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0.0,Bon,Bon,PConc,Bon,Bon,Exposition au niveau moyen,Fini - Qualité inférieure,0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.506180941677357,11,10,2988,2988,2.5,246
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,75.0,14587,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,284.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1498,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Août,Maison neuve construite et vendue,Maison incomplète,12.484208043148733,0,0,1506,3004,2.0,174
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80.0,10421,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,42.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Excellent,586,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,500,Mars,Acte de garantie - Conventionnel,Vente normale,12.188422799337028,22,22,2108,2694,2.5,450
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,75.0,12508,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Mitchell,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition moyenne,Fini - Moyenne,323,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,7,Mod,0,Pas de cheminée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,1300,Juillet,Acte de garantie - Conventionnel,Vente normale,11.982935344196433,68,23,2410,2733,3.0,401
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,9100,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,1836,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.28690580994122,2,1,1860,3696,2.0,153
